File;Category;SubCategory;SubSubCategory;Key;En;Es
chatMessages;botMessages;;;askPetName;What is your pet’s <b>name</b>?;¿Cuál es el <b>nombre</b> de tu mascota?
chatMessages;botMessages;;;askPetCastrated(String petName);Is <b>$petName</b> castrated?;¿<b>$petName</b> está castrado?
chatMessages;botMessages;;;askPetSpayed(String petName);Is <b>$petName</b> spayed?;¿<b>$petName</b> está castrada?
chatMessages;botMessages;;;selectPet;Which <b>pet</b> would you like to talk about?;¿Puedes decirme sobre qué <b>mascota</b> quieres hablar?
chatMessages;botMessages;;;selectSpecies(String petName);Is $petName a <b>Dog</b> or a <b>Cat</b>?;¿Es $petName un <b>Perro</b> o un <b>Gato</b>?
chatMessages;botMessages;;;selectSex(String petName);Is $petName a <b>he</b> or <b>she</b>?;¿Cuál es el <b>sexo</b> de $petName?
chatMessages;botMessages;;;selectAgeRange(String petName);How old is <b>$petName</b>?;¿Cuántos años tiene <b>$petName</b>?
chatMessages;botMessages;;;askSymptomStart(String petName);Let’s start the <b>symptoms checker</b>.;Ok, <b>$petName</b>. Empecemos revisando los <b>síntomas</b>.
chatMessages;botMessages;;;askSymptomQuestion(String petName);What is the <b>primary symptom</b> $petName is experiencing?;¿Cuál es el <b>síntoma principal</b> que notas en $petName?
chatMessages;botMessages;;;askOtherSymptomQuestion(String petName);What <b>other symptom</b> $petName has?;¿Qué <b>otro síntoma</b> tiene $petName?
chatMessages;botMessages;;;askSymptomConfirmation(String petName);Ok. Is <b>$petName</b> experiencing any of these symptoms?;Ok. ¿El síntoma que notas en <b>$petName</b> es alguno de estos?
chatMessages;botMessages;;;askSymptomQuestionWithSpecie(String species);Ok, can you type a word, a phrase or a question so I can understand the primary symptom your <b>$species</b> is having?;Ok, ¿puedes escribir una palabra, una frase o una pregunta para que pueda entender el síntoma principal de tu <b>$species</b>?
chatMessages;botMessages;;;addMoreSymptoms(String petName);Does $petName have any <b>other symptoms</b> you’d like to add?;¿Tiene $petName <b>algún otro síntoma</b> que te gustaría decirme?
chatMessages;botMessages;;;symptomIsEmpty;Sorry, I don’t understand the symptom. Could you write it in another way?;Lo siento, no entiendo el síntoma. ¿Podrías escribirlo de otra manera?
chatMessages;botMessages;;;symptomHasError;There was an error trying to understand the symptom... Could you repeat it again?;Se produjo un error al intentar entender el síntoma... ¿Podrías repetirlo otra vez?
chatMessages;botMessages;;;symptomIncorrect;Could you write it again?;¿Podrías escribirlo de nuevo?
chatMessages;botMessages;;;symptomFound(String symptom);Got it. Symptom is <b>$symptom</b>;Entendido. El síntoma es <b>$symptom</b>
chatMessages;botMessages;;;symptomConfirmation;Is that correct?;¿Es correcto?
chatMessages;botMessages;;;symptomDurationQuestion;<b>How long</b> has this symptom been going on?;¿<b>Cuánto tiempo</b> lleva este síntoma sucediendo?
chatMessages;botMessages;;;symptomFrequencyQuestion;<b>How many times</b> has it been happening?;¿<b>Cuántas veces</b> ha ocurrido?
chatMessages;botMessages;;;relatedSymptomsQuestion(String petName);Got it. Does $petName have <b>any of these symptoms too</b>?;Entendido. ¿Tiene también $petName <b>alguno de estos síntomas</b>?
chatMessages;botMessages;;;withRelatedSymptoms(String petName, String relatedSymptoms);$petName also has: <b>$relatedSymptoms</b>;$petName también tiene: <b>$relatedSymptoms</b>
chatMessages;botMessages;;;withoutRelatedSymptoms(String petName);$petName does <b>not</b> have other symptoms;$petName <b>no</b> tiene otros síntomas
chatMessages;botMessages;;;anamnesisResultCondition;Got it! Below are some <b>possible issues</b> that match the symptoms you provided. Click on each of them to learn more and consider speaking with a vet.;¡Entendido! Abajo puedes ver algunos <b>posibles problemas</b> que coinciden con los síntomas que proporcionaste. Haz click en cada uno de ellos para obtener más información y considera hablar con un veterinario.
chatMessages;botMessages;;;anamnesisResultSymptom;Hmmm... I can't find the right advice. I'm not that intelligent yet, but here you have some useful information.;Hmmm... parece que <b>no puedo encontrar</b> la recomendación correcta. Todavía no soy tan inteligente, pero aquí tienes información útil.
chatMessages;botMessages;;;anamnesisResultWarning;Remember that <b>these results are not intended to replace professional veterinary advice, diagnosis or treatment.</b>;Recuerda que <b>estos resultados no pretenden reemplazar el consejo, diagnóstico o tratamiento de un veterinario profesional.</b>
chatMessages;botMessages;;;anamnesisEmptyNotUrgent(String petName);I'm sorry, but I'm not sure about the issues $petName may have. I'm learning new things every day but, right now, my only advice based on what you shared is that you should probably contact a vet.;Lo siento, pero no estoy seguro de qué problemas puede tener $petName. Estoy aprendiendo cosas nuevas cada día pero, ahora mismo y basado en la información que me has dado, mi único consejo es que probablemente debas contactar con un veterinario.
chatMessages;botMessages;;;anamnesisEmptyUrgent;Hmmm... I can't find the right advice. I'm not that intelligent yet, but I'm sure that some of the symptoms you introduced are potentially dangerous. You should get in touch with a vet as soon as possible.;Hmmm... parece que <b>no puedo encontrar</b> la recomendación correcta basada en lo que nos has contado. Todavía no soy tan inteligente, pero estoy seguro de que algunos de los síntomas que has introducido son potencialmente peligrosos. Deberías contactar con un veterinario cuanto antes.
chatMessages;botMessages;;;anamnesisEmptyProposal;If you’d like, you can click to <b>speak with a Vet</b> now.;Si quieres, puedes hacer click para <b>hablar con un veterinario</b> ahora.
chatMessages;botMessages;;;anamnesisEmptyAnotherOption;Or you can <b>answer the questions again</b> to help us get you the best advice. Adding more detail or rephrasing can sometimes help.;O puedes <b>responder las preguntas de nuevo</b> para ayudarnos a darte la mejor recomendación. Si añades más detalles o rehaces las frases a veces puede ayudar.
chatMessages;botMessages;;;showResultsAction;Learn more;Saber más
chatMessages;botMessages;;;askFeedback;Has my answer been <b>helpful</b>?;¿Ha sido mi respuesta <b>útil</b>?
chatMessages;botMessages;;;feedbackOk;<b>Great!</b> Come back any time you have a question about <b>your pet.</b>;<b>¡Bien!</b> Vuelve siempre que tengas una pregunta sobre <b>tu mascota.</b>
chatMessages;botMessages;;;feedbackNotOk;<b>Sorry to hear that.</b>;<b>Lamento oír eso.</b>
chatMessages;botMessages;;;nextHelpQuestion;What can I <b>help you</b> with next?;¿Con qué te puedo <b>ayudar</b>?
chatMessages;botMessages;;;optionAskAnotherQuestionTitle;Ask another question;Realiza otra pregunta
chatMessages;botMessages;;;optionTalkWithAVetTitle;Talk with a vet;Habla con un veterinario
chatMessages;botMessages;;;optionPersonalRecommendationsTitle;See your personalized recommendations;Mira tus recomendaciones personalizadas
chatMessages;botMessages;;;optionBackHomeTitle;Go back home;Vuelve a Inicio
chatMessages;botMessages;;;optionGoBackTitle;Go back;Vueve atrás
chatMessages;botMessages;;;channelChoice;OK, how would you like us to contact you?;Ok, ¿cómo quieres que te contactemos?
chatMessages;botMessages;;;checkPhoneNumber(String phoneNumber);Alright, we will get in touch via Phone Call. Can you confirm that <b>$phoneNumber</b> is your current phone number?;Bien, nos pondremos en contacto contigo mediante una llamada telefónica. ¿Puedes confirmar que el <b>$phoneNumber</b> es tu número de teléfono actual?
chatMessages;botMessages;;;emptyPhoneNumber;Ok, it seems like we don’t have a Phone Number to get in touch with you. Enter your phone number so we can schedule a call.;Ok, parece que no tenemos un número de teléfono para ponernos en contacto contigo. Introduce tu número de teléfono para poder contactar contigo.
chatMessages;botMessages;;;changePhoneNumber;Can you tell us what phone number should we get in touch with?;¿Puedes decirnos a qué número de teléfono podemos llamarte?
chatMessages;botMessages;;;changePhoneNumberSuccess;Okay, so let’s schedule a Phone Call.;Vale, entonces programemos una llamada telefónica.
chatMessages;botMessages;;;changePhoneNumberError;Sorry, we could not update your phone number.;Lo siento, no hemos podido actualizar tu número de teléfono.
chatMessages;botMessages;;;labelPhoneNumber;Enter your mobile number;Introduce tu número de teléfono
chatMessages;botMessages;;;urgent;Immediate Vet Attention Recommended;Atención inmediata de un veterinario recomendada
chatMessages;botMessages;;;urgentBody(String petName);Hmmm I’m a little concerned for $petName based on the symptoms you have highlighted. We recommend that you should get in touch with a vet as there may be some urgent issues that need to be looked at for $petName;Estoy un poco preocupado por los síntomas de $petName . Te recomiendo que hables con un veterinario lo antes posible ya que podría haber algún problema urgente.
chatMessages;botMessages;;;nextQuestionBackendIssue;Sorry, we are having internal problems and cannot continue with the process. We’re aware of the problem and working hard to fix it. You can try it again after few minutes and check if the problem is solved.;Lo sentimos, estamos teniendo problemas en este momento y no podemos continuar con el proceso. Hemos visto el problema y ya estamos trabajando para resolverlo. Vuelve a intentarlo en unos minutos para ver si el problema está resuelto.
chatMessages;botMessages;;;assessmentFinished;All done! I have put together a report that outlines possible causes for those symptoms;¡Hemos terminado las preguntas! He elaborado un informe que identifica las posibles causas de estos síntomas
chatMessages;botMessages;;;assessmentAdvise;Don't forget that this is <b>not a medical diagnosis</b>. If in doubt, it is always best to <b>seek advice from a veterinarian</b>;No olvides que esto <b>no es un diagnóstico</b>. En caso de tener dudas, siempre es mejor <b>realizar una consulta con un veterinario</b>
chatMessages;botMessages;;;assessmentProfileReminder(String petName);Remember that you can always come back to $petName's profile to check the assessment report again;Recuerda que puedes volver a consultar la evaluación desde el perfil de $petName
chatMessages;chatWithVet;;;title;Ask A Vet;Habla con un veterinario
chatMessages;chatWithVet;;;initVet;We’ll connect you with a vet in a moment, but first we have a few quick questions to help our team give you the best guidance.;Podemos conectarte con un veterinario para obtener excelentes consejos y soporte. Primero, y para ayudarles, necesito hacerte un par de preguntas para que el veterinario tenga algo de información sobre tu consulta...
chatMessages;chatWithVet;;;closedChat;The Vet has <b>closed the chat.</b>;El veterinario ha <b>cerrado el chat.</b>
chatMessages;chatWithVet;;;vetJoined(String identity);You are connected with $identity from the Vet Team;Estás conectado con $identity del equipo veterinario
chatMessages;chatWithVet;;;petParentLeftChat;The pet parent <b>is abstent.</b>;El padre de la mascota <b>está austente.</b>
chatMessages;chatWithVet;;;petParentLeftPermanently;The pet parent definitely left the chat;El padre de la mascota <b>ha dejado el chat.</b>
chatMessages;chatWithVet;;;findingAVet;Great. Wait a few seconds while <b>I find a vet.</b>;Bien. Espera unos segundos mientras <b>busco un veterinario.</b>
chatMessages;chatWithVet;;;connectedToAVet;Ok, you are now <b>connected</b>.;Ok, ahora estás <b>conectado</b>.
chatMessages;chatWithVet;;;askFeedback;Was your chat with the vet helpful?;¿El veterinario te ha ayudado con tu pregunta?
chatMessages;chatWithVet;;;positiveFeedback;<b>Great!</b> Come back any time you have a question about <b>your pet.</b>;<b>¡Bien!</b> Vuelve siempre que tengas una pregunta sobre <b>tu mascota.</b>
chatMessages;chatWithVet;;;negativeFeedback;<b>Sorry to hear that.</b> Your feedback will help us improve.;<b>Lamento oír eso.</b>
chatMessages;chatWithVet;;;noVetsAvailable;"Sorry, we don’t have any <b>vets available</b> at this time. Their opening hours are Monday to Friday from 9:00 to 16:00 hours without interruption. Within these hours, you can try to contact them again in a few minutes; you can also send them an email or schedule a phone call.";"Lo siento, no tenemos nigún <b>veterinario disponible</b> en este momento. Su horario de atención es de Lunes a Viernes de 9.00 a 16.00 horas ininterrumpidamente. Dentro de estos horarios, puedes volver a intentar contactarles en unos minutos; también puedes enviarles un correo electrónico o agendar una llamada telefónica."
chatMessages;chatWithVet;;;errorConnectionToAVet;Sorry, there was an <b>issue</b> connecting with a vet.;Lo siento, ha ocurrido un <b>problema</b> conectándose con el veterinario.
chatMessages;chatWithVet;;;letsConnectChat;Ok, let’s <b>connect</b> you to a vet right now...;Bien, vamos a <b>conectarte</b> con un veterinario ahora...
chatMessages;chatWithVet;;;letsConnectVideoOrPhone(String brandName, String channel);You’ll now be taken to $brandName’s appointment calendar to schedule your <b>$channel</b> call.;Te llevo al calendario de citas de $brandName para concertar tu llamada por <b>$channel</b>.
chatMessages;chatWithVet;;;letsConnectVideoOrPhoneInformation;"After you’ve set your appointment, tap the \""Done\"" or \""Back\"" button to return to this screen.";"Después de seleccionar tu cita, pulsa el botón \""Hecho\"" o \""Atrás\"" para volver a esta pantalla."
chatMessages;chatWithVet;;;letsConnectEmail(String brandName);We’ll get the email started for you but please add as much info as you can to help the $brandName team give you the best guidance. Click <b>OK</b> to begin.;Empezaremos el email para ti pero, por favor, añade tanta información como puedas para ayudar al equipo de $brandName a darte la mejor guía. Pulsa <b>Enviar email</b> para empezar.
chatMessages;chatWithVet;;;videoIsNotAvailable(String brandName);Video chat is coming soon. Please choose another way to connect with the $brandName vets.;El chat con video funcionará pronto. Por favor, escoja otra manera para contactar con los veterinarios de $brandName.
chatMessages;chatWithVet;;;vetChatTriagePartner(String partner);Partner: $partner;Compañero: $partner
chatMessages;chatWithVet;;;vetChatTriagePet(String petName, String gender, String species, String breed, bool neutered, bool mixedBreed, String size);Pet name: $petName\nGender: $gender\nSpecie: $species\nBreed: $breed\nNeutered: $neutered\nMixed Breed: $mixedBreed\nSize: $size;Nombre de la mascota: $petName\nGénero: $gender\nEspecie: $species\nRaza: $breed\nCastrado: $neutered\nRaza mixta: $mixedBreed\nTamaño: $size
chatMessages;chatWithVet;;;vetChatTriageSpecies(String species);Species: $species;Especie: $species
chatMessages;chatWithVet;;;vetChatTriageSymptom(String mainSymptom, String duration);Main symptom: $mainSymptom\nDuration: $duration;Síntoma principal: $mainSymptom\nDuración: $duration
chatMessages;chatWithVet;;;vetChatTriageAllSymptoms(String mainSymptom, String duration, String relatedSymptoms, String possibleDiseases);Main symptom: $mainSymptom\nDuration: $duration\nRelated symptoms: $relatedSymptoms\nPossible diseases: $possibleDiseases;Síntoma principal: $mainSymptom\nDuración: $duration\nSíntomas relacionados: $relatedSymptoms\nPosibles enfermedades: $possibleDiseases
chatMessages;chatWithVet;;;userIsTyping(String user);$user is typing;$user está escribiendo
chatMessages;chatWithVet;recoverChat;;title;Continue previous chat;Continúa con el chat anterior
chatMessages;chatWithVet;recoverChat;;detail;You were in the middle of a chat with a vet, do you want to continue ?;Estabas hablando con un veterinario, ¿quieres continuar?
chatMessages;chatWithVet;recoverChat;;yes;Yes, continue;Sí, continuar
chatMessages;chatWithVet;recoverChat;;no;No;No
chatMessages;chatWithVet;;;videoChatUnavailable;Video Chat is currently unavailable 😱;El servicio de video llamada no se encuentra disponible por ahora 😱
chatMessages;chatWithVet;videoSharing;;startButton;Start video stream sharing;Empezar la video consulta
chatMessages;chatWithVet;videoSharing;;loading(String vet);Calling $vet;Llamada con $vet
chatMessages;chatWithVet;videoSharing;;errorTitle;Oops;Ups
chatMessages;chatWithVet;videoSharing;;closedByPetParent;Pet Parent closed the video Stream Sharing;El dueño del animal ha cerrado la video consulta
chatMessages;chatWithVet;videoSharing;;roomRequestInProgress;Preparing a video consulting room;Preparando la video consulta
chatMessages;chatWithVet;videoSharing;;roomRequestFailure;Something unexpected happened while preparing the video consulting room 🤯. Please try again!;Algo ha pasado mientras se preparaba la video consulta 🤯. ¡Inténtalo de nuevo!
chatMessages;chatWithVet;videoSharing;;roomRequestSuccess;Video Consulting room successfully created;La video consulta se ha creado
chatMessages;chatWithVet;videoSharing;;callRequestInProgress;Waiting on Vet to join the room;Esperando a que el veterinario se una
chatMessages;chatWithVet;videoSharing;;callRequestFailure;The vet declined the video stream share;El veterinario ha rechazado la video consulta
chatMessages;chatWithVet;videoSharing;;terminateSuccess;The video stream share terminated;La video consulta ha terminado
chatMessages;chatWithVet;videoSharing;;switchCamera;Switch camera;Cambiar la cámara
chatMessages;chatWithVet;videoSharing;;endCall;End call;Terminar la video consulta
chatMessages;chatWithVet;videoSharing;;vetJoined(String vet);$vet joined the video consulting room;$vet se ha unido a la video consulta
chatMessages;chatWithVet;videoSharing;;streamSharingFailure;Something went wrong while trying to share the video Stream, please try again;Ocurrió un error al intentar compartir el video. Inténtalo de nuevo.
chatMessages;chatWithVet;videoSharing;permissions;title;Video Sharing Feature;Información sobre la video consulta
chatMessages;chatWithVet;videoSharing;permissions;body;This feature requires video capability turned on;Para usar la video consulta necesitas dar permisos a la cámara
chatMessages;chatWithVet;videoSharing;permissions;warning;The app might restart, you'll be able to continue chatting;Es posible que la aplicación se reinicie, aún así podrás seguir chateando
chatMessages;;;;chipSkipPrimarySymptom;Skip: Connect me with a vet now instead;Saltar: conéctame con un veterinario
chatMessages;;;;you;You;Tú
chatMessages;;;;knowMore;Know more;Saber más
chatMessages;symptomDuration;;;short;less than 1 day;menos de 1 día
chatMessages;symptomDuration;;;medium;1-3 days;1-3 días
chatMessages;symptomDuration;;;long;4 days or more;4 días o más
chatMessages;symptomFrequency;;;low;once or less per day;1 vez o menos al día
chatMessages;symptomFrequency;;;medium;2 to 5 times per day;de 2 a 5 veces al día
chatMessages;symptomFrequency;;;high;6 or more times per day;6 o más veces al día
chatMessages;;;;title;New Assessment;Nueva consulta
chatMessages;helperTexts;;;doubleTapToSelect;Double tap to select;Toca dos veces para seleccionar
chatMessages;helperTexts;;;petParentSays;I say:;Yo digo:
chatMessages;helperTexts;;;botSays(String botName);$botName says:;$botName dice:
chatMessages;;;;openReport;Open report;Abrir el informe
chatMessages;;;;symptomInputHint;Type your pet’s main symptom here;Describe el síntoma principal de tu mascota
chatMessages;;;;petNameInputHint;Type your pet’s name here;Escribe aquí el nombre de tu mascota
chatMessages;;;;chatMessageInputHint;Type your message here;Escribe tu mensaje aquí
contactMessages;nutribotEmailTemplate;;;subject;Question about my pet;Consulta sobre mi mascota
contactMessages;nutribotEmailTemplate;;;intro;Hi there, I’m emailing about my pet to see if you can offer some advice and help.;Hola, escribo este email para ver si podrías ofrecerme consejo y ayuda sobre mi mascota
contactMessages;nutribotEmailTemplate;;;petDefinition(String petSpecies, String petName, String petSex);My $petSpecies is $petName ($petSex);Mi $petSpecies es $petName ($petSex)
contactMessages;nutribotEmailTemplate;;;foodSensitivies(String foodSensitivies);Food sensitivies:\n$foodSensitivies;Sensibilidad alimentaria:\n$foodSensitivies
contactMessages;nutribotEmailTemplate;;;outro;I look forward to hearing from you;Espero recibir noticias tuyas pronto
contactMessages;askAVetEmailTemplate;;;subject;Question about my pet;Consulta sobre mi mascota
contactMessages;askAVetEmailTemplate;;;intro;Hi there, I’m emailing about my pet to see if you can offer some advice and help.;Hola, escribo este email para ver si podrías ofrecerme consejo y ayuda sobre mi mascota
contactMessages;askAVetEmailTemplate;;;petDefinition(String petSpecies, String petName, String petSex);My $petSpecies is $petName ($petSex);Mi $petSpecies es $petName ($petSex)
contactMessages;askAVetEmailTemplate;;;symptoms(String symptomsPresent);Symptoms present:\n$symptomsPresent;Síntomas que presenta:\n$symptomsPresent
contactMessages;askAVetEmailTemplate;;;outro;I look forward to hearing from you;Espero recibir noticias tuyas pronto
contactMessages;virtualVetEmailTemplate;;;subject;Question about my pet;Consulta sobre mi mascota
contactMessages;virtualVetEmailTemplate;;;intro;Hi there, I’m emailing about my pet to see if you can offer some advice and help.;Hola, escribo este email para ver si podrías ofrecerme consejo y ayuda sobre mi mascota
contactMessages;virtualVetEmailTemplate;;;petDefinition(String petSpecies, String petName, String petSex);My $petSpecies is $petName ($petSex);Mi $petSpecies es $petName ($petSex)
contactMessages;virtualVetEmailTemplate;;;symptoms(String symptomsPresent, String symptomsNotPresent);Symptoms present:\n$symptomsPresent\n\nSymptoms not present:\n$symptomsNotPresent;Síntomas presentes:\n$symptomsPresent\n\nSíntomas no presentes:\n$symptomsNotPresent
contactMessages;virtualVetEmailTemplate;;;conditions(String possibleConditions);Possible conditions:\n$possibleConditions;Posibles condiciones:\n$possibleConditions
contactMessages;virtualVetEmailTemplate;;;outro;I look forward to hearing from you;Espero recibir noticias tuyas pronto
contactMessages;inputs;;;phone;Phone;Teléfono
contactMessages;inputs;;;prefix;Prefix;Prefijo
contactMessages;actions;;;schedulePhoneCall;Schedule Call;Programar llamada
contactMessages;actions;;;sendEmail;Send Email;Enviar email
healthPlanMessages;;;;title;Health Plans;Planes de Salud
healthPlanMessages;;;;subTitle;The veterinary insurance of the future, without complications;El seguro veterinario del futuro, sin complicaciones
healthPlanMessages;;;;showMoreBenefits;See all benefits;Ver todos los beneficios
healthPlanMessages;;;;barkibuPlansMoreInfo;What are Barkibu health plans?;¿Qué son los Planes de Salud Barkibu?
healthPlanMessages;;;;buy;Buy;Comprar
healthPlanMessages;;;;currentPlan;Current Plan;Plan Actual
healthPlanMessages;;;;free;Free;Gratis
healthPlanMessages;;;;buyHealthPlan;<p>To talk with a Vet you need our <b>Digital Vet Premium</b> Health Plan</p><p>Find our offers at <a>Barkibu Health Plans</a> and find all the functionalities of Barkibu Assistant</p>;<p>Para hablar con un veterinario necesitas nuestro Plan de Salud <b>Digital Vet Premium</b></p><p>Descubre nuestras ofertas en <a>Planes de Salud Barkibu</a> y descubre todas las funcionalidades de Barkibu Assistant</p>
healthPlanMessages;;;;from;From;Desde
healthPlanMessages;petHealthPlan;;;title;Your Plan;Tu Plan
healthPlanMessages;petHealthPlan;;;subTitle(String petName);Manage the Plan you have for $petName;Gestiona el Plan que tienes para $petName
healthPlanMessages;petHealthPlan;;;showPlans;Show Plans;Ver Planes
healthPlanMessages;petHealthPlan;;;expirationDate;Valid Until;Válido Hasta
healthPlanMessages;petHealthPlan;;;help;Help and Plan details;Ayuda y detalles del Plan
healthPlanMessages;petHealthPlan;;;forever;Forever;Para siempre
healthPlanMessages;petHealthPlan;;;createClaim;Create new claim;Crear nueva reclamación
healthPlanMessages;healthPlanDetails;;;title;Benefits;Beneficios
healthPlanMessages;healthPlanDetails;;;infoHeader;A vet will answer all your questions without leaving your home;Un veterinario colegiado responderá a todas tus preguntas sin salir de tu casa
validationMessages;validate;;;withPattern(String field, String pattern);The $field must be $pattern;El campo $field debe ser de la forma $pattern
validationMessages;validate;;;required(String field);The $field is required;El campo $field es obligatorio
validationMessages;validate;;;emailPasswordIncorrect;The e-mail or the password are incorrect;El email o la contraseña son incorrectos
sharedMessages;errors;;;isRequired;This field is required;Este campo es requerido
sharedMessages;errors;;;screenLoad;There was an error loading the screen;Se produjo un error al cargar la pantalla
sharedMessages;errors;;;connectionWarningTitle;You need internet connection;Necesita conexión a internet
sharedMessages;errors;;;connectionWarningBody;Looks like we are having some issues right now try again later;Parece que estamos teniendo algunos problemas, inténtalo más tarde
sharedMessages;;;;yes;Yes;Sí
sharedMessages;;;;no;No;No
sharedMessages;;;;unknown;Unknown;No estoy seguro
sharedMessages;;;;ok;Ok;Ok
sharedMessages;;;;email;Email;Email
sharedMessages;;;;phoneCall;Phone Call;Llamada telefónica
sharedMessages;;;;video;Video;Video
sharedMessages;;;;chat;Chat;Chat
sharedMessages;;;;noThanks;No thanks;No, gracias
sharedMessages;;;;google;Google.com;Google.com
sharedMessages;;;;amazon;Amazon.com;Amazon.com
sharedMessages;;;;isTyping(String brandName);$brandName is typing;$brandName está escribiendo
sharedMessages;;;;years;Years;Años
sharedMessages;;;;months;Months;Meses
sharedMessages;;;;noneOfThese;None of these;Ninguno de ellos
sharedMessages;;;;carryOn;Continue;Continuar
sharedMessages;;;;add;Add;Añadir
sharedMessages;;;;done;Done;Aceptar
sharedMessages;;;;save;Save;Guardar
sharedMessages;;;;send;Send;Enviar
sharedMessages;;;;cancel;Cancel;Cancelar
sharedMessages;;;;edit;Edit;Editar
sharedMessages;;;;newAlert;New;Nuevo
sharedMessages;;;;dateFormat;MM-dd-yyyy;dd-MM-yyyy
sharedMessages;;;;name;Name;Nombre
sharedMessages;;;;breed;Breed;Raza
sharedMessages;;;;sex;Sex;Sexo
sharedMessages;;;;castrated;Castrated;Castrado
sharedMessages;;;;spayed;Spayed;Castrada
sharedMessages;;;;age;Age;Edad
sharedMessages;;;;weight;Weight;Peso
sharedMessages;;;;activityLevel;Activity level;Nivel de actividad
sharedMessages;;;;size;Size;Tamaño
sharedMessages;;;;bodyCondition;Body condition;Condición corporal
sharedMessages;;;;healthPlan;Plan;Plan
sharedMessages;species;;;species;Species;Especie
sharedMessages;species;;;dog;Dog;Perro
sharedMessages;species;;;cat;Cat;Gato
sharedMessages;sexOption;;;male;Male;Macho
sharedMessages;sexOption;;;female;Female;Hembra
sharedMessages;deworming;;;internal;Internal deworming;Desparasitación interna
sharedMessages;deworming;;;external;External deworming;Desparasitación externa
sharedMessages;ageRange;;;junior;Less than 1 year old;Menos de un año
sharedMessages;ageRange;;;young;Between 1 and 4 years old;Entre 1 y 4 años
sharedMessages;ageRange;;;adult;Between 4 and 10 years old;Entre 4 y 10 años
sharedMessages;ageRange;;;senior;More than 10 years old;Más de 10 años
sharedMessages;;;;fullAge(String years, String months);$years years $months months;# MISSING: $years years $months months
sharedMessages;ageInputLabel;;;years;years;años
sharedMessages;ageInputLabel;;;months;months;meses
sharedMessages;ageInputLabel;;;year;year;año
sharedMessages;ageInputLabel;;;month;month;mes
sharedMessages;altImageText;;;next;Next;Siguiente
sharedMessages;altImageText;;;back;Back;Volver
sharedMessages;altImageText;;;close;Close;Cerrar
sharedMessages;altImageText;;;cancel;Cancel;Cancelar
sharedMessages;altImageText;;;submit;Submit;Enviar
sharedMessages;permissions;;;goToAppSettings;Go to App Settings;Ir a los parámetros de la App
sharedMessages;permissions;;;cancel;Cancel;Cancelar
